state_clean,district_clean,date,total_biometric
Jammu and Kashmir,Kulgam,2025-12,3508
Jammu and Kashmir,Kupwara,2025-03,5375
Jammu and Kashmir,Kupwara,2025-04,7863
Jammu and Kashmir,Kupwara,2025-05,5090
Jammu and Kashmir,Kupwara,2025-06,5016
Jammu and Kashmir,Kupwara,2025-07,8335
Jammu and Kashmir,Kupwara,2025-09,3225
Jammu and Kashmir,Kupwara,2025-10,3367
Jammu and Kashmir,Kupwara,2025-11,4016
Jammu and Kashmir,Kupwara,2025-12,6510
Jammu and Kashmir,Leh,2025-03,355
Jammu and Kashmir,Leh,2025-04,252
Jammu and Kashmir,Leh,2025-05,129
Jammu and Kashmir,Leh,2025-06,133
Jammu and Kashmir,Leh,2025-07,200
Jammu and Kashmir,Leh,2025-09,476
Jammu and Kashmir,Leh,2025-10,351
Jammu and Kashmir,Leh,2025-11,331
Jammu and Kashmir,Leh,2025-12,297
Jammu and Kashmir,Leh (ladakh),2025-09,5
Jammu and Kashmir,Leh (ladakh),2025-10,2
Jammu and Kashmir,Leh (ladakh),2025-11,1
Jammu and Kashmir,Leh (ladakh),2025-12,1
Jammu and Kashmir,Poonch,2025-12,1
Jammu and Kashmir,Pulwama,2025-03,2766
Jammu and Kashmir,Pulwama,2025-04,2677
Jammu and Kashmir,Pulwama,2025-05,2509
Jammu and Kashmir,Pulwama,2025-06,2216
Jammu and Kashmir,Pulwama,2025-07,3598
Jammu and Kashmir,Pulwama,2025-09,1297
Jammu and Kashmir,Pulwama,2025-10,3293
Jammu and Kashmir,Pulwama,2025-11,7640
Jammu and Kashmir,Pulwama,2025-12,5632
Jammu and Kashmir,Punch,2025-03,7241
Jammu and Kashmir,Punch,2025-04,5839
Jammu and Kashmir,Punch,2025-05,3235
Jammu and Kashmir,Punch,2025-06,3897
Jammu and Kashmir,Punch,2025-07,5260
Jammu and Kashmir,Punch,2025-09,2169
Jammu and Kashmir,Punch,2025-10,4055
Jammu and Kashmir,Punch,2025-11,6540
Jammu and Kashmir,Punch,2025-12,6888
Jammu and Kashmir,Rajouri,2025-03,8577
Jammu and Kashmir,Rajouri,2025-04,6202
Jammu and Kashmir,Rajouri,2025-05,4323
Jammu and Kashmir,Rajouri,2025-06,4698
Jammu and Kashmir,Rajouri,2025-07,5953
Jammu and Kashmir,Rajouri,2025-09,3195
Jammu and Kashmir,Rajouri,2025-10,4501
Jammu and Kashmir,Rajouri,2025-11,7787
Jammu and Kashmir,Rajouri,2025-12,9131
Jammu and Kashmir,Ramban,2025-03,2498
Jammu and Kashmir,Ramban,2025-04,2731
Jammu and Kashmir,Ramban,2025-05,2724
Jammu and Kashmir,Ramban,2025-06,2261
Jammu and Kashmir,Ramban,2025-07,2737
Jammu and Kashmir,Ramban,2025-09,1104
Jammu and Kashmir,Ramban,2025-10,2655
Jammu and Kashmir,Ramban,2025-11,6168
Jammu and Kashmir,Ramban,2025-12,6090
Jammu and Kashmir,Reasi,2025-03,3646
Jammu and Kashmir,Reasi,2025-04,2638
Jammu and Kashmir,Reasi,2025-05,3182
Jammu and Kashmir,Reasi,2025-06,2824
Jammu and Kashmir,Reasi,2025-07,3144
Jammu and Kashmir,Reasi,2025-09,1261
Jammu and Kashmir,Reasi,2025-10,1538
Jammu and Kashmir,Reasi,2025-11,2001
Jammu and Kashmir,Reasi,2025-12,2447
Jammu and Kashmir,Samba,2025-03,1354
Jammu and Kashmir,Samba,2025-04,1190
Jammu and Kashmir,Samba,2025-05,955
Jammu and Kashmir,Samba,2025-06,1122
Jammu and Kashmir,Samba,2025-07,1324
Jammu and Kashmir,Samba,2025-09,782
Jammu and Kashmir,Samba,2025-10,1225
Jammu and Kashmir,Samba,2025-11,1586
Jammu and Kashmir,Samba,2025-12,1403
Jammu and Kashmir,Shupiyan,2025-03,1862
Jammu and Kashmir,Shupiyan,2025-04,1564
Jammu and Kashmir,Shupiyan,2025-05,1543
Jammu and Kashmir,Shupiyan,2025-06,2094
Jammu and Kashmir,Shupiyan,2025-07,2291
Jammu and Kashmir,Shupiyan,2025-09,1471
Jammu and Kashmir,Shupiyan,2025-10,1005
Jammu and Kashmir,Shupiyan,2025-11,1590
Jammu and Kashmir,Shupiyan,2025-12,1910
Jammu and Kashmir,Srinagar,2025-03,7052
Jammu and Kashmir,Srinagar,2025-04,6738
Jammu and Kashmir,Srinagar,2025-05,6315
Jammu and Kashmir,Srinagar,2025-06,5875
Jammu and Kashmir,Srinagar,2025-07,8680
Jammu and Kashmir,Srinagar,2025-09,4973
Jammu and Kashmir,Srinagar,2025-10,7253
Jammu and Kashmir,Srinagar,2025-11,9606
Jammu and Kashmir,Srinagar,2025-12,14279
Jammu and Kashmir,Udhampur,2025-03,7896
Jammu and Kashmir,Udhampur,2025-04,5261
Jammu and Kashmir,Udhampur,2025-05,4562
Jammu and Kashmir,Udhampur,2025-06,5248
Jammu and Kashmir,Udhampur,2025-07,6616
Jammu and Kashmir,Udhampur,2025-09,2368
Jammu and Kashmir,Udhampur,2025-10,2924
Jammu and Kashmir,Udhampur,2025-11,4440
Jammu and Kashmir,Udhampur,2025-12,5171
Jharkhand,Bokaro,2025-03,11893
Jharkhand,Bokaro,2025-04,20550
Jharkhand,Bokaro,2025-05,14109
Jharkhand,Bokaro,2025-06,11199
Jharkhand,Bokaro,2025-07,14481
Jharkhand,Bokaro,2025-09,9630
Jharkhand,Bokaro,2025-10,5256
Jharkhand,Bokaro,2025-11,8956
Jharkhand,Bokaro,2025-12,10423
Jharkhand,Chatra,2025-03,12133
Jharkhand,Chatra,2025-04,11020
Jharkhand,Chatra,2025-05,5502
Jharkhand,Chatra,2025-06,5727
Jharkhand,Chatra,2025-07,9003
Jharkhand,Chatra,2025-09,7874
Jharkhand,Chatra,2025-10,2473
Jharkhand,Chatra,2025-11,5701
Jharkhand,Chatra,2025-12,7119
Jharkhand,Deoghar,2025-03,11020
Jharkhand,Deoghar,2025-04,12598
Jharkhand,Deoghar,2025-05,7593
Jharkhand,Deoghar,2025-06,6617
Jharkhand,Deoghar,2025-07,7639
Jharkhand,Deoghar,2025-09,4592
Jharkhand,Deoghar,2025-10,3186
Jharkhand,Deoghar,2025-11,5763
Jharkhand,Deoghar,2025-12,7009
Jharkhand,Dhanbad,2025-03,24150
Jharkhand,Dhanbad,2025-04,29811
Jharkhand,Dhanbad,2025-05,16824
Jharkhand,Dhanbad,2025-06,14231
Jharkhand,Dhanbad,2025-07,22286
Jharkhand,Dhanbad,2025-09,11079
Jharkhand,Dhanbad,2025-10,5725
Jharkhand,Dhanbad,2025-11,12810
Jharkhand,Dhanbad,2025-12,11782
Jharkhand,Dumka,2025-03,15319
Jharkhand,Dumka,2025-04,17248
Jharkhand,Dumka,2025-05,8111
Jharkhand,Dumka,2025-06,6562
Jharkhand,Dumka,2025-07,6656
Jharkhand,Dumka,2025-09,5594
Jharkhand,Dumka,2025-10,3273
Jharkhand,Dumka,2025-11,6067
Jharkhand,Dumka,2025-12,6397
Jharkhand,East Singhbhum,2025-03,42412
Jharkhand,East Singhbhum,2025-04,50527
Jharkhand,East Singhbhum,2025-05,35815
Jharkhand,East Singhbhum,2025-06,26284
Jharkhand,East Singhbhum,2025-07,31745
Jharkhand,East Singhbhum,2025-09,22081
Jharkhand,East Singhbhum,2025-10,11837
Jharkhand,East Singhbhum,2025-11,20163
Jharkhand,East Singhbhum,2025-12,23410
Jharkhand,Garhwa,2025-03,18291
Jharkhand,Garhwa,2025-04,17991
Jharkhand,Garhwa,2025-05,9451
Jharkhand,Garhwa,2025-06,10919
Jharkhand,Garhwa,2025-07,13943
Jharkhand,Garhwa,2025-09,8876
Jharkhand,Garhwa,2025-10,4113
Jharkhand,Garhwa,2025-11,8235
Jharkhand,Garhwa,2025-12,11032
Jharkhand,Giridih,2025-03,18222
Jharkhand,Giridih,2025-04,21816
Jharkhand,Giridih,2025-05,11776
Jharkhand,Giridih,2025-06,10854
Jharkhand,Giridih,2025-07,13321
Jharkhand,Giridih,2025-09,8258
Jharkhand,Giridih,2025-10,4478
Jharkhand,Giridih,2025-11,9230
Jharkhand,Giridih,2025-12,10548
Jharkhand,Godda,2025-03,14493
Jharkhand,Godda,2025-04,17530
Jharkhand,Godda,2025-05,7869
Jharkhand,Godda,2025-06,7257
Jharkhand,Godda,2025-07,8210
Jharkhand,Godda,2025-09,4836
Jharkhand,Godda,2025-10,3281
Jharkhand,Godda,2025-11,7790
Jharkhand,Godda,2025-12,8199
Jharkhand,Gumla,2025-03,10961
Jharkhand,Gumla,2025-04,15411
Jharkhand,Gumla,2025-05,12263
Jharkhand,Gumla,2025-06,9057
Jharkhand,Gumla,2025-07,9319
Jharkhand,Gumla,2025-09,7806
Jharkhand,Gumla,2025-10,4083
Jharkhand,Gumla,2025-11,6606
Jharkhand,Gumla,2025-12,10800
Jharkhand,Hazaribagh,2025-03,12657
Jharkhand,Hazaribagh,2025-04,14316
Jharkhand,Hazaribagh,2025-05,8706
Jharkhand,Hazaribagh,2025-06,8686
Jharkhand,Hazaribagh,2025-07,11424
Jharkhand,Hazaribagh,2025-09,6443
Jharkhand,Hazaribagh,2025-10,3242
Jharkhand,Hazaribagh,2025-11,6432
Jharkhand,Hazaribagh,2025-12,9461
Jharkhand,Jamtara,2025-03,6412
Jharkhand,Jamtara,2025-04,7293
Jharkhand,Jamtara,2025-05,4682
Jharkhand,Jamtara,2025-06,4128
Jharkhand,Jamtara,2025-07,4585
Jharkhand,Jamtara,2025-09,3359
Jharkhand,Jamtara,2025-10,1830
Jharkhand,Jamtara,2025-11,3274
Jharkhand,Jamtara,2025-12,3720
Jharkhand,Khunti,2025-03,5375
Jharkhand,Khunti,2025-04,6632
Jharkhand,Khunti,2025-05,4346
Jharkhand,Khunti,2025-06,4413
Jharkhand,Khunti,2025-07,7101
Jharkhand,Khunti,2025-09,4377
Jharkhand,Khunti,2025-10,2063
Jharkhand,Khunti,2025-11,4051
Jharkhand,Khunti,2025-12,3899
Jharkhand,Koderma,2025-03,7209
Jharkhand,Koderma,2025-04,8617
Jharkhand,Koderma,2025-05,5014
Jharkhand,Koderma,2025-06,4475
Jharkhand,Koderma,2025-07,5300
Jharkhand,Koderma,2025-09,2876
Jharkhand,Koderma,2025-10,1602
Jharkhand,Koderma,2025-11,2780
Jharkhand,Koderma,2025-12,4519
Jharkhand,Latehar,2025-03,7634
Jharkhand,Latehar,2025-04,7761
Jharkhand,Latehar,2025-05,4107
Jharkhand,Latehar,2025-06,4405
Jharkhand,Latehar,2025-07,5485
Jharkhand,Latehar,2025-09,3763
Jharkhand,Latehar,2025-10,1830
Jharkhand,Latehar,2025-11,3236
Jharkhand,Latehar,2025-12,4720
Jharkhand,Lohardaga,2025-03,7024
Jharkhand,Lohardaga,2025-04,7520
Jharkhand,Lohardaga,2025-05,4170
Jharkhand,Lohardaga,2025-06,4091
Jharkhand,Lohardaga,2025-07,5523
Jharkhand,Lohardaga,2025-09,3282
Jharkhand,Lohardaga,2025-10,1556
Jharkhand,Lohardaga,2025-11,2167
Jharkhand,Lohardaga,2025-12,3637
Jharkhand,Pakur,2025-03,7667
Jharkhand,Pakur,2025-04,6874
Jharkhand,Pakur,2025-05,5761
Jharkhand,Pakur,2025-06,4809
Jharkhand,Pakur,2025-07,5504
Jharkhand,Pakur,2025-09,3686
Jharkhand,Pakur,2025-10,1001
Jharkhand,Pakur,2025-11,949
Jharkhand,Pakur,2025-12,3238
Jharkhand,Palamu,2025-03,20310
Jharkhand,Palamu,2025-04,20811
Jharkhand,Palamu,2025-05,10531
Jharkhand,Palamu,2025-06,11689
Jharkhand,Palamu,2025-07,15274
Jharkhand,Palamu,2025-09,7826
Jharkhand,Palamu,2025-10,4323
Jharkhand,Palamu,2025-11,9424
Jharkhand,Palamu,2025-12,13381
Jharkhand,Pashchimi Singhbhum,2025-03,2280
Jharkhand,Pashchimi Singhbhum,2025-04,2780
Jharkhand,Pashchimi Singhbhum,2025-05,1955
Jharkhand,Pashchimi Singhbhum,2025-06,1281
Jharkhand,Pashchimi Singhbhum,2025-07,1678
Jharkhand,Pashchimi Singhbhum,2025-09,1175
Jharkhand,Pashchimi Singhbhum,2025-10,548
Jharkhand,Pashchimi Singhbhum,2025-11,963
Jharkhand,Pashchimi Singhbhum,2025-12,1277
Jharkhand,Purbi Singhbhum,2025-03,3654
Jharkhand,Purbi Singhbhum,2025-04,3577
Jharkhand,Purbi Singhbhum,2025-05,2780
Jharkhand,Purbi Singhbhum,2025-06,1978
Jharkhand,Purbi Singhbhum,2025-07,2514
Jharkhand,Purbi Singhbhum,2025-09,1696
Jharkhand,Purbi Singhbhum,2025-10,761
Jharkhand,Purbi Singhbhum,2025-11,1680
Jharkhand,Purbi Singhbhum,2025-12,1630
Jharkhand,Raigarh,2025-03,5533
Jharkhand,Raigarh,2025-04,6646
Jharkhand,Raigarh,2025-05,4175
Jharkhand,Raigarh,2025-06,3341
Jharkhand,Raigarh,2025-07,5116
Jharkhand,Raigarh,2025-09,2939
Jharkhand,Raigarh,2025-10,1635
Jharkhand,Raigarh,2025-11,3122
Jharkhand,Raigarh,2025-12,4065
Jharkhand,Ranchi,2025-03,35145
Jharkhand,Ranchi,2025-04,33609
Jharkhand,Ranchi,2025-05,19418
Jharkhand,Ranchi,2025-06,15505
Jharkhand,Ranchi,2025-07,25283
Jharkhand,Ranchi,2025-09,12947
Jharkhand,Ranchi,2025-10,6650
Jharkhand,Ranchi,2025-11,12802
Jharkhand,Ranchi,2025-12,14245
Jharkhand,Sahebganj,2025-03,11760
Jharkhand,Sahebganj,2025-04,11479
Jharkhand,Sahebganj,2025-05,8842
Jharkhand,Sahebganj,2025-06,6386
Jharkhand,Sahebganj,2025-07,6647
Jharkhand,Sahebganj,2025-09,4879
Jharkhand,Sahebganj,2025-10,3111
Jharkhand,Sahebganj,2025-11,5113
Jharkhand,Sahebganj,2025-12,7419
Jharkhand,Seraikela-Kharsawan,2025-03,10689
Jharkhand,Seraikela-Kharsawan,2025-04,13921
Jharkhand,Seraikela-Kharsawan,2025-05,10176
Jharkhand,Seraikela-Kharsawan,2025-06,7850
Jharkhand,Seraikela-Kharsawan,2025-07,9688
Jharkhand,Seraikela-Kharsawan,2025-09,6247
Jharkhand,Seraikela-Kharsawan,2025-10,3694
Jharkhand,Seraikela-Kharsawan,2025-11,7329
Jharkhand,Seraikela-Kharsawan,2025-12,7747
Jharkhand,Simdega,2025-03,8043
Jharkhand,Simdega,2025-04,12624
Jharkhand,Simdega,2025-05,8420
Jharkhand,Simdega,2025-06,7185
Jharkhand,Simdega,2025-07,9073
Jharkhand,Simdega,2025-09,5228
Jharkhand,Simdega,2025-10,2153
Jharkhand,Simdega,2025-11,3459
Jharkhand,Simdega,2025-12,5737
Karnataka,Bagalkot,2025-03,10637
Karnataka,Bagalkot,2025-04,8759
Karnataka,Bagalkot,2025-05,9601
Karnataka,Bagalkot,2025-06,10085
Karnataka,Bagalkot,2025-07,11252
Karnataka,Bagalkot,2025-09,6857
Karnataka,Bagalkot,2025-10,5103
Karnataka,Bagalkot,2025-11,6644
Karnataka,Bagalkot,2025-12,8825
Karnataka,Ballari,2025-03,4609
Karnataka,Ballari,2025-04,4240
Karnataka,Ballari,2025-05,5057
Karnataka,Ballari,2025-06,5359
Karnataka,Ballari,2025-07,4792
Karnataka,Ballari,2025-09,3211
Karnataka,Ballari,2025-10,2052
Karnataka,Ballari,2025-11,2690
Karnataka,Ballari,2025-12,4993
Karnataka,Bangalore,2025-03,23590
Karnataka,Bangalore,2025-04,24496
Karnataka,Bangalore,2025-05,26648
Karnataka,Bangalore,2025-06,26261
Karnataka,Bangalore,2025-07,31305
Karnataka,Bangalore,2025-09,15627
Karnataka,Bangalore,2025-10,12127
Karnataka,Bangalore,2025-11,15921
Karnataka,Bangalore,2025-12,20999
Karnataka,Bangalore Rural,2025-03,3501
Karnataka,Bangalore Rural,2025-04,4315
Karnataka,Bangalore Rural,2025-05,5303
Karnataka,Bangalore Rural,2025-06,4723
Karnataka,Bangalore Rural,2025-07,5308
Karnataka,Bangalore Rural,2025-09,3064
Karnataka,Bangalore Rural,2025-10,2418
Karnataka,Bangalore Rural,2025-11,3295
Karnataka,Bangalore Rural,2025-12,5730
Karnataka,Belagavi,2025-03,10324
Karnataka,Belagavi,2025-04,8748
Karnataka,Belagavi,2025-05,9896
Karnataka,Belagavi,2025-06,10002
Karnataka,Belagavi,2025-07,9725
Karnataka,Belagavi,2025-09,6158
Karnataka,Belagavi,2025-10,4479
Karnataka,Belagavi,2025-11,6099
Karnataka,Belagavi,2025-12,12695
Karnataka,Belgaum,2025-03,15544
Karnataka,Belgaum,2025-04,12201
Karnataka,Belgaum,2025-05,13999
Karnataka,Belgaum,2025-06,14084
Karnataka,Belgaum,2025-07,14408
Karnataka,Belgaum,2025-09,8607
Karnataka,Belgaum,2025-10,7578
Karnataka,Belgaum,2025-11,9031
Karnataka,Belgaum,2025-12,14188
Karnataka,Bellary,2025-03,8723
Karnataka,Bellary,2025-04,6991
Karnataka,Bellary,2025-05,8744
Karnataka,Bellary,2025-06,9482
Karnataka,Bellary,2025-07,8472
Karnataka,Bellary,2025-09,6151
Karnataka,Bellary,2025-10,5239
Karnataka,Bellary,2025-11,5608
Karnataka,Bellary,2025-12,8033
Karnataka,Bengaluru,2025-03,34570
Karnataka,Bengaluru,2025-04,39369
Karnataka,Bengaluru,2025-05,41840
Karnataka,Bengaluru,2025-06,35794
Karnataka,Bengaluru,2025-07,44978
Karnataka,Bengaluru,2025-09,21967
Karnataka,Bengaluru,2025-10,15794
Karnataka,Bengaluru,2025-11,23238
Karnataka,Bengaluru,2025-12,36577
Karnataka,Bengaluru Rural,2025-09,2
Karnataka,Bengaluru Rural,2025-10,2
Karnataka,Bengaluru Rural,2025-11,4
Karnataka,Bengaluru Rural,2025-12,2
Karnataka,Bengaluru South,2025-09,14
Karnataka,Bengaluru South,2025-10,24
Karnataka,Bengaluru South,2025-11,42
Karnataka,Bengaluru South,2025-12,60
Karnataka,Bidar,2025-03,8663
Karnataka,Bidar,2025-04,8676
Karnataka,Bidar,2025-05,8409
Karnataka,Bidar,2025-06,9293
Karnataka,Bidar,2025-07,11045
Karnataka,Bidar,2025-09,7195
Karnataka,Bidar,2025-10,6084
Karnataka,Bidar,2025-11,8123
Karnataka,Bidar,2025-12,11233
Karnataka,Bijapur,2025-03,7400
Karnataka,Bijapur,2025-04,5187
Karnataka,Bijapur,2025-05,6517
Karnataka,Bijapur,2025-06,7578
Karnataka,Bijapur,2025-07,7576
Karnataka,Bijapur,2025-09,5330
Karnataka,Bijapur,2025-10,3373
Karnataka,Bijapur,2025-11,4381
Karnataka,Bijapur,2025-12,6953
Karnataka,Bijapur(KAR),2025-09,1
Karnataka,Bijapur(KAR),2025-10,2
Karnataka,Bijapur(KAR),2025-11,6
Karnataka,Bijapur(KAR),2025-12,3
Karnataka,Chamrajanagar,2025-03,2680
Karnataka,Chamrajanagar,2025-04,2885
Karnataka,Chamrajanagar,2025-05,4371
Karnataka,Chamrajanagar,2025-06,3666
Karnataka,Chamrajanagar,2025-07,4172
Karnataka,Chamrajanagar,2025-09,4016
Karnataka,Chamrajanagar,2025-10,2342
Karnataka,Chamrajanagar,2025-11,3010
Karnataka,Chamrajanagar,2025-12,5394
Karnataka,Chickmagalur,2025-03,4473
Karnataka,Chickmagalur,2025-04,4233
Karnataka,Chickmagalur,2025-05,5779
Karnataka,Chickmagalur,2025-06,5716
Karnataka,Chickmagalur,2025-07,4088
Karnataka,Chickmagalur,2025-09,3040
Karnataka,Chickmagalur,2025-10,2670
Karnataka,Chickmagalur,2025-11,3419
Karnataka,Chickmagalur,2025-12,4575
Karnataka,Chikkaballapur,2025-03,5642
Karnataka,Chikkaballapur,2025-04,4695
Karnataka,Chikkaballapur,2025-05,5681
Karnataka,Chikkaballapur,2025-06,5192
Karnataka,Chikkaballapur,2025-07,5313
Karnataka,Chikkaballapur,2025-09,3303
Karnataka,Chikkaballapur,2025-10,2480
Karnataka,Chikkaballapur,2025-11,3777
Karnataka,Chikkaballapur,2025-12,5395
Karnataka,Chitradurga,2025-03,6873
Karnataka,Chitradurga,2025-04,6842
Karnataka,Chitradurga,2025-05,8910
Karnataka,Chitradurga,2025-06,8561
Karnataka,Chitradurga,2025-07,7374
Karnataka,Chitradurga,2025-09,4485
Karnataka,Chitradurga,2025-10,4105
Karnataka,Chitradurga,2025-11,5022
Karnataka,Chitradurga,2025-12,8140
Karnataka,Dakshina Kannada,2025-03,8259
Karnataka,Dakshina Kannada,2025-04,9568
Karnataka,Dakshina Kannada,2025-05,10351
Karnataka,Dakshina Kannada,2025-06,7800
Karnataka,Dakshina Kannada,2025-07,13375
Karnataka,Dakshina Kannada,2025-09,6157
Karnataka,Dakshina Kannada,2025-10,5392
Karnataka,Dakshina Kannada,2025-11,7559
Karnataka,Dakshina Kannada,2025-12,8343
Karnataka,Davangere,2025-03,12094
Karnataka,Davangere,2025-04,11203
Karnataka,Davangere,2025-05,12833
Karnataka,Davangere,2025-06,12316
Karnataka,Davangere,2025-07,14549
Karnataka,Davangere,2025-09,9484
Karnataka,Davangere,2025-10,6148
Karnataka,Davangere,2025-11,7170
Karnataka,Davangere,2025-12,8676
Karnataka,Dharwad,2025-03,13600
Karnataka,Dharwad,2025-04,11156
Karnataka,Dharwad,2025-05,11456
Karnataka,Dharwad,2025-06,9496
Karnataka,Dharwad,2025-07,14138
Karnataka,Dharwad,2025-09,6281
Karnataka,Dharwad,2025-10,5146
Karnataka,Dharwad,2025-11,6691
Karnataka,Dharwad,2025-12,8789
Karnataka,Gadag,2025-03,5572
Karnataka,Gadag,2025-04,4848
Karnataka,Gadag,2025-05,6181
Karnataka,Gadag,2025-06,6039
Karnataka,Gadag,2025-07,5015
Karnataka,Gadag,2025-09,3363
Karnataka,Gadag,2025-10,2863
Karnataka,Gadag,2025-11,3254
Karnataka,Gadag,2025-12,4514
Karnataka,Gulbarga,2025-03,7499
Karnataka,Gulbarga,2025-04,6397
Karnataka,Gulbarga,2025-05,7192
Karnataka,Gulbarga,2025-06,8347
Karnataka,Gulbarga,2025-07,9011
Karnataka,Gulbarga,2025-09,5309
Karnataka,Gulbarga,2025-10,4941
Karnataka,Gulbarga,2025-11,5836
Karnataka,Gulbarga,2025-12,8857
Karnataka,Hassan,2025-03,6390
Karnataka,Hassan,2025-04,5798
Karnataka,Hassan,2025-05,8410
Karnataka,Hassan,2025-06,7663
Karnataka,Hassan,2025-07,7206
Karnataka,Hassan,2025-09,3833
Karnataka,Hassan,2025-10,3732
Karnataka,Hassan,2025-11,5366
Karnataka,Hassan,2025-12,7342
Karnataka,Haveri,2025-03,10957
Karnataka,Haveri,2025-04,8334
Karnataka,Haveri,2025-05,10525
Karnataka,Haveri,2025-06,8994
Karnataka,Haveri,2025-07,9827
Karnataka,Haveri,2025-09,5149
Karnataka,Haveri,2025-10,3786
Karnataka,Haveri,2025-11,4434
Karnataka,Haveri,2025-12,6968
Karnataka,Kalaburagi,2025-03,8102
Karnataka,Kalaburagi,2025-04,7075
Karnataka,Kalaburagi,2025-05,8407
Karnataka,Kalaburagi,2025-06,9742
Karnataka,Kalaburagi,2025-07,10668
Karnataka,Kalaburagi,2025-09,5495
Karnataka,Kalaburagi,2025-10,4252
Karnataka,Kalaburagi,2025-11,5812
Karnataka,Kalaburagi,2025-12,9637
Karnataka,Kodagu,2025-03,1841
Karnataka,Kodagu,2025-04,2101
Karnataka,Kodagu,2025-05,2639
Karnataka,Kodagu,2025-06,2288
Karnataka,Kodagu,2025-07,2940
Karnataka,Kodagu,2025-09,1199
Karnataka,Kodagu,2025-10,1060
Karnataka,Kodagu,2025-11,1437
Karnataka,Kodagu,2025-12,1586
Karnataka,Kolar,2025-03,8024
Karnataka,Kolar,2025-04,7193
Karnataka,Kolar,2025-05,9057
Karnataka,Kolar,2025-06,7995
Karnataka,Kolar,2025-07,8599
Karnataka,Kolar,2025-09,5149
Karnataka,Kolar,2025-10,3629
Karnataka,Kolar,2025-11,5164
Karnataka,Kolar,2025-12,8746
Karnataka,Koppal,2025-03,6364
Karnataka,Koppal,2025-04,6221
Karnataka,Koppal,2025-05,7976
Karnataka,Koppal,2025-06,9112
Karnataka,Koppal,2025-07,8298
Karnataka,Koppal,2025-09,6051
Karnataka,Koppal,2025-10,3704
Karnataka,Koppal,2025-11,4552
Karnataka,Koppal,2025-12,6695
Karnataka,Mandya,2025-03,6992
Karnataka,Mandya,2025-04,7547
Karnataka,Mandya,2025-05,10286
Karnataka,Mandya,2025-06,8654
Karnataka,Mandya,2025-07,8759
Karnataka,Mandya,2025-09,4273
Karnataka,Mandya,2025-10,4648
Karnataka,Mandya,2025-11,6362
Karnataka,Mandya,2025-12,7567
Karnataka,Mysore,2025-03,6292
Karnataka,Mysore,2025-04,6331
Karnataka,Mysore,2025-05,6990
Karnataka,Mysore,2025-06,5740
Karnataka,Mysore,2025-07,7572
Karnataka,Mysore,2025-09,4602
Karnataka,Mysore,2025-10,3931
Karnataka,Mysore,2025-11,5336
Karnataka,Mysore,2025-12,6911
Karnataka,Mysuru,2025-03,6270
Karnataka,Mysuru,2025-04,6868
Karnataka,Mysuru,2025-05,7804
Karnataka,Mysuru,2025-06,5413
Karnataka,Mysuru,2025-07,8558
Karnataka,Mysuru,2025-09,4216
Karnataka,Mysuru,2025-10,3109
Karnataka,Mysuru,2025-11,4553
Karnataka,Mysuru,2025-12,7032
Karnataka,Raichur,2025-03,10530
Karnataka,Raichur,2025-04,11530
Karnataka,Raichur,2025-05,13329
Karnataka,Raichur,2025-06,14757
Karnataka,Raichur,2025-07,15814
Karnataka,Raichur,2025-09,8258
Karnataka,Raichur,2025-10,9908
Karnataka,Raichur,2025-11,10569
Karnataka,Raichur,2025-12,14446
Karnataka,Ramanagar,2025-03,4019
Karnataka,Ramanagar,2025-04,4483
Karnataka,Ramanagar,2025-05,5868
Karnataka,Ramanagar,2025-06,5029
Karnataka,Ramanagar,2025-07,6459
Karnataka,Ramanagar,2025-09,3291
Karnataka,Ramanagar,2025-10,2497
Karnataka,Ramanagar,2025-11,3716
Karnataka,Ramanagar,2025-12,4863
Karnataka,Shimoga,2025-03,2619
Karnataka,Shimoga,2025-04,2502
Karnataka,Shimoga,2025-05,3572
Karnataka,Shimoga,2025-06,3719
Karnataka,Shimoga,2025-07,3767
Karnataka,Shimoga,2025-09,2821
Karnataka,Shimoga,2025-10,1844
Karnataka,Shimoga,2025-11,2666
Karnataka,Shimoga,2025-12,2968
Karnataka,Shivamogga,2025-03,3218
Karnataka,Shivamogga,2025-04,3626
Karnataka,Shivamogga,2025-05,5039
Karnataka,Shivamogga,2025-06,4722
Karnataka,Shivamogga,2025-07,4985
Karnataka,Shivamogga,2025-09,2926
Karnataka,Shivamogga,2025-10,1941
Karnataka,Shivamogga,2025-11,2858
Karnataka,Shivamogga,2025-12,3840
Karnataka,Tumkur,2025-03,11745
Karnataka,Tumkur,2025-04,11835
Karnataka,Tumkur,2025-05,15710
Karnataka,Tumkur,2025-06,14547
Karnataka,Tumkur,2025-07,13542
Karnataka,Tumkur,2025-09,8657
Karnataka,Tumkur,2025-10,7655
Karnataka,Tumkur,2025-11,9248
Karnataka,Tumkur,2025-12,13844
Karnataka,Udupi,2025-03,3338
Karnataka,Udupi,2025-04,3593
Karnataka,Udupi,2025-05,4720
Karnataka,Udupi,2025-06,4455
Karnataka,Udupi,2025-07,5322
Karnataka,Udupi,2025-09,2659
Karnataka,Udupi,2025-10,2627
Karnataka,Udupi,2025-11,3190
Karnataka,Udupi,2025-12,4015
Karnataka,Uttara Kannada,2025-03,4533
Karnataka,Uttara Kannada,2025-04,4512
Karnataka,Uttara Kannada,2025-05,6315
Karnataka,Uttara Kannada,2025-06,5789
